4,0.0,0.0,0.0015625,-0.0020833333333333333,0.0015625,-0.004166666666666667,0.0015625,-0.004166666666666667,0.0015625,-0.0020833333333333333,0.003125,-0.0020833333333333333,0.003125,-0.0020833333333333333,0.00625,0.004166666666666667
4,0.0,0.0,0.0015625,0.025,0.0046875,0.052083333333333336,0.009375,0.0875,0.0140625,0.12083333333333333,0.0171875,0.14791666666666667,0.0171875,0.17083333333333334,0.0203125,0.19166666666666668
4,0.0,0.0,0.0,-0.008333333333333333,-0.0046875,-0.004166666666666667,-0.00625,0.0125,-0.009375,0.03333333333333333,-0.0078125,0.06041666666666667,-0.009375,0.0875,-0.0046875,0.11666666666666667
4,0.0,0.0,0.0,0.01875,0.0,0.03958333333333333,0.0015625,0.06666666666666667,0.00625,0.10416666666666667,0.009375,0.14375,0.0078125,0.17708333333333334,0.009375,0.19791666666666666
4,0.0,0.0,0.0,0.020833333333333332,0.0046875,0.05416666666666667,0.0046875,0.09166666666666666,0.003125,0.12916666666666668,0.0046875,0.1625,0.009375,0.18125,0.009375,0.18958333333333333
4,0.0,0.0,-0.003125,0.004166666666666667,-0.003125,0.016666666666666666,-0.00625,0.0375,-0.0046875,0.06666666666666667,0.0,0.10625,0.003125,0.14791666666666667,0.00625,0.18958333333333333
4,0.0,0.0,0.0015625,0.020833333333333332,0.003125,0.04791666666666667,0.0078125,0.08541666666666667,0.0109375,0.125,0.009375,0.15833333333333333,0.0078125,0.18541666666666667,0.0109375,0.21041666666666667
4,0.0,0.0,-0.0015625,0.008333333333333333,0.0,0.025,0.0046875,0.04375,0.0125,0.07291666666666667,0.01875,0.11041666666666666,0.0265625,0.14375,0.028125,0.17708333333333334
4,0.0,0.0,-0.0015625,-0.0020833333333333333,0.0015625,0.0,0.0015625,0.008333333333333333,0.0015625,0.03125,0.003125,0.06041666666666667,0.0078125,0.1,0.009375,0.13958333333333334
4,0.0,0.0,-0.003125,-0.010416666666666666,-0.003125,-0.0125,-0.0015625,-0.004166666666666667,-0.0046875,0.014583333333333334,-0.0046875,0.03958333333333333,-0.003125,0.07083333333333333,0.0015625,0.11041666666666666
4,0.0,0.0,0.0,0.014583333333333334,0.0,0.03958333333333333,0.0046875,0.08125,0.00625,0.11875,0.009375,0.15833333333333333,0.00625,0.19375,0.009375,0.22083333333333333
